,filename,mean_difference
0,0.1,0.014642857142857145
1,0.2,0.02776785714285714
2,0.3,0.009642857142857142
3,0.4,0.02441964285714285
4,0.5,0.024642857142857143
5,0.6,0.01232142857142857
6,0.7,0.021785714285714283
7,0.8,0.00964285714285714
8,0.9,0.015714285714285712
9,1.0,0.007499999999999998
10,1.1,0.004642857142857142
11,1.2,0.006071428571428571
12,1.3,0.006428571428571427
13,1.4,0.007142857142857142
14,1.5,0.002857142857142857
15,1.6,0.0024999999999999996
16,1.7,0.003214285714285714
17,1.8,0.006071428571428571
18,1.9,0.002142857142857143
19,2.0,0.0021428571428571425
20,2.1,0.0010714285714285713
21,2.2,0.0010714285714285713
22,2.3,0.0007142857142857143
23,2.4,0.00035714285714285714
24,2.5,0.0
25,2.6,0.0007142857142857143
26,2.7,0.0
27,2.8,0.0
28,2.9,0.0007142857142857143
29,3.0,0.0
30,3.1,0.0
31,3.2,0.0
32,3.3,0.00035714285714285714
33,3.4,0.0
34,3.5,0.0
35,3.6,0.0
36,3.7,0.0
37,3.8,0.0
38,3.9,0.0
39,4.0,0.0
40,4.1,0.0
41,4.2,0.0
42,4.3,0.0
43,4.4,0.0
44,4.5,0.0
45,4.6,0.0
46,4.7,0.0
47,4.8,0.0
48,4.9,0.0
49,5.0,0.0
50,5.1,0.0
51,5.2,0.0
52,5.3,0.0
53,5.4,0.0
54,5.5,0.0
55,5.6,0.0
56,5.7,0.0
57,5.8,0.0
58,5.9,0.0
59,6.0,0.0
60,6.1,0.0
61,6.2,0.0
62,6.3,0.0
63,6.4,0.0
64,6.5,0.0
65,6.6,0.0
66,6.7,0.0
67,6.8,0.0
68,6.9,0.0
